group,total_income,salary,dividend,interest,rental,business,other,withholding_tax,salary_ratio,dividend_ratio,interest_ratio,rental_ratio,business_ratio,other_ratio,shannon_entropy,tax_burden_rate
low,176352,74666,81213,14335,0,5644,492,9088,0.42339185265831975,0.46051646706586824,0.08128629105425512,0.0,0.032004173471239336,0.00278987479586282,1.5170651318349262,0.051533297042279075
low,424758,44757,308661,54728,0,33,16576,23720,0.10537058748746345,0.726674953738364,0.1288451306390933,0.0,7.76912971621488e-05,0.03902457399272056,1.2413791335847986,0.055843562687459686
low,317299,152458,116051,17287,109,6803,24589,14866,0.4804868593976029,0.3657465040860513,0.054481734893586174,0.00034352456200618345,0.02144034491126666,0.07749472894651417,1.6762745300042905,0.04685170769526535
low,145893,30317,86256,23892,276,8,5140,8629,0.2078029788954919,0.5912278176471798,0.16376385433159918,0.0018917974131726677,5.483470762819326e-05,0.03523129965111417,1.5347320841999774,0.05914608651545996
low,252223,177670,29733,43423,0,44,1350,12329,0.7044163299936961,0.11788377745090654,0.1721611431154177,0.0,0.00017444880125920317,0.005352406402271006,1.1992412745728218,0.04888134706192536
low,303243,55019,207852,35925,1,3324,1119,12907,0.18143535052746476,0.6854304963346227,0.11846934636578585,3.2976853546495716e-06,0.010961506118855175,0.0036901099118528706,1.2861208679184952,0.042563224872462016
low,395350,114670,218419,51788,170,0,10301,22534,0.2900467939800177,0.5524699633236373,0.13099279119767296,0.00042999873529783733,0.0,0.02605539395472366,1.5168999201254212,0.056997597065890984
low,175657,41893,115372,8007,0,0,10383,9266,0.23849319981554962,0.6568027462611794,0.045583153532167804,0.0,0.0,0.059109514565317635,1.3358124762296195,0.052750530864127246
low,434979,91246,323254,5839,111,220,14306,23503,0.20977104641833283,0.7431485198136002,0.013423636543373358,0.00025518473305607855,0.0005057715429940296,0.03288894406396631,1.044997274957172,0.054032493522675806
low,87951,32064,27590,26695,414,87,1099,4546,0.3645666336937613,0.3136973996884629,0.30352127889392955,0.004707166490432173,0.0009891871610328477,0.012495594137644825,1.7027553515687723,0.05168787165580835
low,190897,58284,114482,5803,5637,151,6537,7870,0.30531647956751545,0.5997056004023112,0.03039859191082102,0.02952901302796796,0.0007910024777759735,0.03424359733259297,1.4430853725078272,0.04122642053044312
low,100686,22344,43170,27714,0,59,7397,4145,0.22191764495560456,0.42875871521363446,0.2752517728383291,0.0,0.0005859801759926902,0.07346602308165981,1.8011388281969642,0.04116759033033391
low,407414,153266,176464,57854,0,16468,3360,17530,0.37619227616134937,0.43313190022925085,0.14200297486095226,0.0,0.040420800463410685,0.008247139273564482,1.6975115322178773,0.043027485555233745
low,157807,86342,33025,22432,0,1184,14821,9281,0.5471366922886818,0.20927462026399335,0.14214832041671155,0.0,0.007502835742394191,0.09391852072468268,1.7217886097508368,0.05881234672733149
low,358740,101763,163775,18499,276,0,74425,15901,0.28366783743100854,0.45652840497296093,0.05156659419077884,0.000769359424652952,0.0,0.20746222891230418,1.7313444297338532,0.044324580476110834
low,168295,32691,118183,1998,35,2205,13181,9956,0.19424819513354527,0.7022371431117977,0.01187201045782703,0.00020796815116313615,0.013101993523277579,0.07832080572803708,1.2655357582820905,0.059158026085148106
low,302635,144034,140379,4073,72,647,13427,14779,0.4759330546698168,0.46385579989095777,0.013458456556578057,0.0002379103540568672,0.0021378888760387924,0.04436697672113272,1.3287504722445567,0.048834404480645
low,222302,52637,136873,31275,10,928,576,11408,0.23678149544313593,0.6157074610214933,0.1406869933693804,4.498385079756367e-05,0.004174501354013909,0.0025910698059396675,1.3768940018612605,0.05131757698986064
low,158018,31564,103512,17037,0,5638,265,6721,0.19974939563847158,0.6550646128922022,0.1078168309939374,0.0,0.03567947955296232,0.0016770241364907794,1.3974338379782887,0.042533129137186904
low,115846,31366,42765,35174,0,1412,5127,4689,0.27075600366003144,0.3691538766983754,0.30362722925262847,0.0,0.012188595203977694,0.04425703088583119,1.8397825610549958,0.040476149370716294
low,85173,8356,34686,31655,0,0,10474,4338,0.09810620736618413,0.40724173153464127,0.37165533678513146,0.0,0.0,0.12297324269428105,1.7589404421202322,0.050931633264062554
low,257990,96398,133523,14763,6214,10,7080,11252,0.37365014147835185,0.5175510678708477,0.05722314818403814,0.024086204891662466,3.876119229427497e-05,0.02744292414434668,1.5310435355875018,0.043614093569518196
low,155708,44365,107381,941,183,108,2727,9331,0.2849243455699129,0.6896305905926478,0.006043363218331749,0.0011752768001644103,0.0006936059804248979,0.017513551005728673,1.0512690682772776,0.05992627225319187
low,231906,48676,166549,11138,2,2855,2683,11843,0.2098953886488491,0.7181746052279803,0.04802808034289755,8.624183936595e-06,0.012311022569489362,0.011569342750942192,1.1787729054278118,0.05106810518054729
low,113089,31724,58825,10967,0,617,10954,5627,0.2805224203945565,0.5201655333409969,0.0969767174526258,0.0,0.005455879882216661,0.09686176374360017,1.6986047068693355,0.04975727082209587
low,168628,16408,71788,78833,5,741,850,7053,0.09730293901368693,0.4257181488246317,0.46749650117418223,2.9651066252342433e-05,0.004394288018597149,0.005040681262898214,1.4377248573796317,0.041825794055554234
low,278102,109706,117848,17719,3050,9994,19781,15294,0.39448116158819424,0.4237581894412841,0.06371403298070492,0.010967199085227723,0.0359364549697593,0.07112857872291461,1.822459120810971,0.05499421075720419
low,209493,99637,93934,14958,41,320,600,9099,0.47561016358541813,0.4483872969502561,0.07140095373115092,0.0001957105965354451,0.0015274973388132301,0.0028640575102748065,1.3415742461836508,0.043433432143317435
low,108994,19700,73230,6220,101,9241,499,5359,0.18074389415931152,0.6718718461566692,0.057067361506137955,0.0009266565132025616,0.08478448354955319,0.004578233664238399,1.4140613885669147,0.04916784410151018
low,423379,159066,145377,116648,0,36,2249,21169,0.3757059277857428,0.3433731951750087,0.27551673559623885,0.0,8.503019752987277e-05,0.005312025395685662,1.613844732482318,0.05000011809749657
low,125698,32766,33006,25295,13645,10365,10618,6766,0.260672405288867,0.26258174354405,0.20123629652023103,0.1085538353832201,0.08245954589571831,0.08447230663972378,2.4234515511651322,0.053827427644035704
low,190343,37081,109667,30736,6,154,12696,9156,0.19481147192174128,0.576154626122316,0.1614769127312273,3.152204178772006e-05,0.0008090657392181483,0.06670064042281565,1.6121465617377897,0.048102635768060814
low,141689,18575,64000,29194,2256,22647,5015,6371,0.13109698000550501,0.45169349773094597,0.2060428120743318,0.015922195795015845,0.15983597879863645,0.03539442017376084,2.0602896709715512,0.04496467615693526
low,293843,38059,195582,19096,0,35907,5196,15548,0.12952154722079479,0.6656003375952464,0.0649870849399169,0.0,0.12219790840687034,0.017682912303509015,1.5026347300043676,0.05291260979502659
low,130114,22248,61041,14819,0,2339,29664,7438,0.17098851776134774,0.4691347587500192,0.11389243278970748,0.0,0.017976543646340902,0.22798469034846366,1.8954246697140302,0.05716525508400326
low,232228,43545,101854,77773,0,724,8329,13174,0.1875096887541554,0.4385948292195601,0.334899323079043,0.0,0.0031176257815595017,0.03586561482680814,1.701029004179841,0.05672873210810066
low,115479,15954,85027,9005,834,0,4655,5457,0.138154989218819,0.7362983745962469,0.07797954606465245,0.007222092328475307,0.0,0.040310359459295626,1.24484145699765,0.047255345127685554
low,228496,50358,119491,13786,221,16,44620,12683,0.22038897836285976,0.5229456970800365,0.060333660107835585,0.0009671941740774456,7.002310762551643e-05,0.19527694139065893,1.685164150804971,0.05550644212590155
low,131357,24118,85788,15853,0,193,5402,5617,0.1836065074567781,0.6530904329422871,0.12068637377528416,0.0,0.001469278378769308,0.04112456892285908,1.421726190544132,0.042761329811125404
low,215483,77375,119836,4451,6258,580,6980,10829,0.3590770501617297,0.5561273975209181,0.020655921812857626,0.029041734150721865,0.002691627645800365,0.03239234649601128,1.448513363872197,0.050254544442020946
low,283040,104597,141918,21868,0,12704,1950,11704,0.3695484737139627,0.5014061616732617,0.07726116449971736,0.0,0.04488411531938948,0.0068894855850763145,1.565969981642406,0.04135104578858112
low,115322,37416,77279,390,73,0,162,4702,0.32444806715110736,0.6701149823971142,0.0033818352092402143,0.0006330101801911171,0.0,0.0014047623176843967,0.9616836258849261,0.040772792702173044
low,212372,60145,54077,15747,830,8,81562,8908,0.28320588401484187,0.2546333791648617,0.07414819279377696,0.003908236490686155,3.7669749307818356e-05,0.3840525116305351,1.8583371927114731,0.04194526585425574
low,447547,37943,331927,74670,0,18,2986,20509,0.08477992255561986,0.7416584179985566,0.1668428120398528,0.0,4.021923954355632e-05,0.006671924959836621,1.1014490626763223,0.0458253546554887
low,158504,15777,106276,1464,28032,67,6885,8822,0.09953692020390653,0.6704941200222077,0.009236359965679099,0.17685358098218343,0.0004227022661888659,0.043437389592691666,1.4237321847951303,0.05565790137788321
low,191048,56776,71214,27737,16372,10471,8475,11213,0.2971818600561116,0.3727544910179641,0.1451834094049663,0.08569574138436414,0.054808215736359446,0.04436057954022026,2.1878898197920833,0.058692056446547465
low,333040,78750,231005,7477,0,3,15802,18247,0.23645808311313957,0.6936253903435022,0.022450756665865962,0.0,9.00792697573865e-06,0.04744775402354071,1.18975781921525,0.05478921450876772
low,104255,11513,71988,2633,0,18022,96,4988,0.11043115438108483,0.6904992566303775,0.02525538343484725,0.0,0.1728646108100331,0.0009208191453647307,1.3010279173133763,0.0478442280945758
low,96516,14142,50659,4616,0,10269,16828,5420,0.14652492850926271,0.5248767043806208,0.047826267147415974,0.0,0.10639686684073107,0.1743545111691326,1.887147656282295,0.05615649218782378
low,315967,91590,196265,17329,5202,1,5577,16700,0.2898720435994898,0.6211566397756728,0.05484433500966873,0.016463744631559626,3.164887472425918e-06,0.017650577433719346,1.374690447328034,0.05285362078951283
low,168667,61934,80986,10504,0,6757,8483,9074,0.36719690277291944,0.48015320127825833,0.06227655676569809,0.0,0.04006118564983073,0.050294367007179826,1.6912678354410091,0.053798312651556025
low,111462,25887,74874,7693,0,355,2650,4818,0.23224955590246002,0.6717446304570167,0.06901903787838008,0.0,0.0031849419533114425,0.02377491880640936,1.295634035620751,0.04322549389029445
low,182873,36404,135847,2477,5387,77,2677,10013,0.19906711214886835,0.7428488623252202,0.013544919151542328,0.02945760172360053,0.0004210572364427772,0.014638574311133957,1.1099296759355273,0.05475384556495491
low,210620,78642,114701,2806,8234,73,6161,9906,0.37338334441173676,0.5445874086031716,0.013322571455702212,0.03909410312410977,0.00034659576488462634,0.029251732978824423,1.4270237283732465,0.04703257050612478
low,182808,35176,108697,6594,0,18149,14189,10401,0.1924204629994311,0.5945965165638265,0.036070631482210846,0.0,0.09927902498796552,0.07761695330620104,1.6934022623970821,0.05689575948536169
low,92180,12568,42567,34189,58,2003,793,5067,0.13634193968322847,0.4617812974614884,0.37089390323280536,0.0006292037318290302,0.021729225428509438,0.008602733781731394,1.6231694977974949,0.054968539813408546
low,173841,14900,121875,24947,7783,4158,176,7796,0.08571050557693524,0.701071668938858,0.14350469682065795,0.04477079630236826,0.023918408200597097,0.0010124193947342686,1.4044496535703712,0.0448455772803884
low,246233,74754,119057,37630,1076,1057,12655,14268,0.30359050167930374,0.48351358266357475,0.152822732939939,0.004369844821774498,0.004292682134401157,0.051394410984717726,1.731269884183728,0.057945117023307194
low,364368,83204,176003,28589,0,0,76570,17710,0.228351556667984,0.4830363808018267,0.07846188468800773,0.0,0.0,0.21014468888596144,1.7546734164619688,0.048604707328854344
low,76007,29374,33351,5702,0,4710,2868,4133,0.3864644045943137,0.43878853263515205,0.07501940610733222,0.0,0.0619679766337311,0.03773336666359677,1.7588860463994604,0.05437657057902562
low,154841,33808,107782,8601,14,1075,3557,9196,0.21834010371929916,0.6960817871235655,0.055547303362804425,9.04153292732545e-05,0.006942605640624899,0.022971951873211875,1.2508491776871506,0.05938995485691774
low,228651,59042,120543,39357,80,783,8843,12828,0.25821885756021185,0.5271920962514924,0.1721269533043809,0.00034987819865209426,0.0034244328693073724,0.038674661383505865,1.641780744625669,0.056102969153863314
low,129942,66874,36378,21692,5,211,4778,6458,0.5146449954595127,0.27995567253082143,0.1669360176078558,3.84787058841637e-05,0.0016238013883117083,0.03677025134290684,1.6293806511589863,0.04969909651998584
low,514532,253802,98529,50632,13252,17,98298,26517,0.49326766848320414,0.19149246305380424,0.09840398653533697,0.025755443781922214,3.3039733194436886e-05,0.19104351138510337,1.881401704627138,0.051536153242169584
low,316705,73847,160235,40071,81,95,42373,18812,0.2331728264473248,0.5059440173031685,0.12652468385405977,0.0002557585134431095,0.0002999636886061161,0.1337932776558627,1.759285147212166,0.05939912536903427
low,221221,76924,139826,3285,902,47,234,12887,0.3477246735165287,0.6320647678113741,0.014849403989675483,0.004077370593207698,0.00021245722603188666,0.0010577657636481165,1.0838637853150097,0.058253963231338794
low,286488,116755,119431,11186,0,30277,8837,15373,0.40753888470023175,0.4168795900700902,0.03904526542123928,0.0,0.10568330959760967,0.03084596911563486,1.7341196828666352,0.053660188210326434
low,207808,48390,132180,23454,120,1228,2433,12089,0.23285917770249462,0.6360679088389283,0.1128637973514013,0.0005774561133353865,0.005909300893132122,0.011707922697874962,1.385072469091533,0.0581738912842624
low,268387,101293,153817,11808,113,66,1287,11857,0.3774139582021484,0.5731164326140983,0.043996169710157344,0.000421033805661228,0.00024591355020921283,0.0047953142290796495,1.2337122437216215,0.04417874189137328
low,176079,22766,137980,826,1,8463,6039,8409,0.12929423724578173,0.7836255317215568,0.004691076164676083,5.679268964498889e-06,0.0480636532465541,0.03429710527660879,1.0709699390667111,0.04775697272247116
low,184016,48379,60006,68704,0,5105,1819,10078,0.2629064863924876,0.32609120946004694,0.37335883836188155,0.0,0.027742152856273367,0.009885009999130511,1.7738914585776473,0.05476697678462742
low,185365,18649,123198,32340,1233,7382,2560,8874,0.10060691068972027,0.6646238502414156,0.17446659293825695,0.006651741159334286,0.03982413076902328,0.013810589917190409,1.4831501283806767,0.04787311520513581
low,128158,76790,49410,685,0,655,615,6830,0.599182259398555,0.3855397244026904,0.005344964809063812,0.0,0.00511087875903182,0.004798764025655831,1.0891037449886067,0.053293590723950124
low,389913,63874,227131,54468,0,1366,43072,21818,0.1638160307555788,0.5825171256152013,0.13969270067938233,0.0,0.003503345618125069,0.11046566798234478,1.6580366656185972,0.055956072252015196
low,187664,67773,96466,15863,3205,0,4354,8272,0.36114012277261487,0.5140357234205815,0.08452873220223378,0.017078395430130445,0.0,0.02320104015687612,1.5517013873396104,0.04407877909455196
low,216196,84851,94062,30890,3448,3,2939,10687,0.39247257118540585,0.43507742973968067,0.14287960924346427,0.015948491183925696,1.3876297433810062e-05,0.013594146052655923,1.6327760363276378,0.04943199689170937
low,155711,29332,92174,33307,0,340,555,7106,0.188374617079076,0.5919556100725061,0.21390267868037582,0.0,0.0021835323130671566,0.0035642953933890348,1.4256591458512655,0.04563582534310357
low,190151,25739,122558,29922,1467,367,10095,10980,0.13536084480228872,0.6445298736267493,0.15735915141124684,0.007714921299388381,0.0019300450694448097,0.05308938685570941,1.5151758696292421,0.05774358273161856
low,174947,94548,23198,50020,0,36,7143,7190,0.5404379612111097,0.13260015890526844,0.28591516287790014,0.0,0.00020577660662943634,0.04082950836539066,1.5736869712887762,0.04109816115737909
low,143946,33515,89169,11871,8621,762,5,8488,0.23283036694315923,0.6194614647159351,0.08246842565962235,0.05989051449849249,0.005293651786086449,3.4735247940199796e-05,1.4982319850246861,0.058966556903283174
low,159450,20141,59063,40837,9,81,39317,7967,0.12631545939165884,0.3704170586390718,0.2561116337409846,5.644402634054563e-05,0.0005079962370649106,0.24657886484791472,1.9154779959592556,0.04996550642834745
low,163080,12795,119956,26520,0,1,3806,9073,0.07845842531272995,0.7355653666911945,0.1626195732155997,0.0,6.13195977434388e-06,0.02333823890115281,1.1667632293021843,0.05563527103262202
low,198417,92204,88687,10402,9,0,7112,11773,0.4646980853455097,0.4469727896299208,0.0524249434272265,4.5359016616519755e-05,0.0,0.035843702908520944,1.4288285353487378,0.059334633625143005
low,261498,85003,113927,27658,0,344,34564,15515,0.3250617595545664,0.4356706361042914,0.10576753933108475,0.0,0.001315497632869085,0.1321769191351368,1.7904992635007793,0.059331237715011205
low,299205,108476,138744,44512,0,0,7471,13856,0.3625474173225715,0.4637088283952474,0.14876756738690863,0.0,0.0,0.02496950251499808,1.5866722211834248,0.046309386541000315
low,89009,4069,61245,12835,28,7,10822,3718,0.045714478311182014,0.6880764866474177,0.1441989012347066,0.000314574930624993,7.864373265624825e-05,0.12158321068655979,1.3518206890938647,0.04177105685941871
low,228729,38801,140115,43660,3960,8,2182,11986,0.16963743119586935,0.6125808270923232,0.19088091147165423,0.017313064805949397,3.497588849686747e-05,0.009539673587520604,1.4892199966020359,0.05240262494043169
low,166472,15096,87884,11414,0,119,51957,7463,0.09068191647844683,0.5279206112739679,0.06856408284876736,0.0,0.0007148349271949637,0.312106540439233,1.5974415972146576,0.044830361862655585
low,114515,25151,55366,22999,0,30,10965,5517,0.21963061607649653,0.4834825132078767,0.2008383181242632,0.0,0.00026197441383224906,0.09575164825568702,1.7795274755196862,0.0481770947037506
low,230517,112770,74954,14297,745,2945,24803,10486,0.4892047007379065,0.32515606224269794,0.062021456118203866,0.003231865762611868,0.012775630430727452,0.10759727048330492,1.73356165949851,0.045489052868118184
low,283487,9090,130712,140725,0,733,2224,13169,0.032064962414502254,0.4610863990235884,0.49640724266015723,0.0,0.0025856564851298295,0.00784515692077591,1.2527822044028916,0.046453629266950514
low,297971,86446,103184,76050,2965,4903,24420,14650,0.29011548103674517,0.3462887327961446,0.25522617972889977,0.009950632779700038,0.016454621422890146,0.08195428414174534,2.010040337419175,0.04916585842246393
low,263302,44963,160010,2779,0,0,55548,12992,0.17076588859940298,0.6077052206211878,0.010554420399389294,0.0,0.0,0.21096687453950216,1.4150102434102656,0.04934258000319025
low,158941,60274,81049,12110,0,0,5504,8297,0.3792224787814346,0.5099313581769336,0.07619179443944608,0.0,0.0,0.0346292020309423,1.4769596045718507,0.05220176040165848
low,214030,48128,115615,35984,0,0,14300,12732,0.22486567303649022,0.5401812829977106,0.1681259636499556,0.0,0.0,0.06681306358921646,1.6573527246419955,0.05948698780544783
low,114886,28135,75937,9176,0,1521,113,5673,0.24489493933116308,0.6609769684730951,0.07987048030221262,0.0,0.013239211043991434,0.0009835837264766812,1.275548200421556,0.04937938478143551
low,277468,63618,171587,19666,383,4585,17626,14415,0.22928049360646993,0.6184028428503467,0.07087664163074661,0.0013803393544480804,0.01652442804215261,0.06352444245822941,1.5501474510363387,0.05195193679991927
low,81419,12815,44144,17727,4307,17,2406,4740,0.15739569387980692,0.5421830285314239,0.2177255923064641,0.05289920043233152,0.00020879647256782816,0.029550841941070265,1.7545706261974603,0.05821736941008855
low,261203,79576,176573,1453,0,1553,2046,10745,0.3046519373820362,0.6759991271156917,0.005562723245904526,0.0,0.005945567240805044,0.007832988135664598,1.0447107086986152,0.04113658725206066
low,145825,44817,59841,31581,0,11,9573,7526,0.30733413337905024,0.4103617349562832,0.2165678038745071,0.0,7.543288187896451e-05,0.06564717983884794,1.7874052027554101,0.05160980627464427
low,221948,55260,124699,34202,89,0,7696,12346,0.24897723791158288,0.5618388090904176,0.154099158361418,0.0004009948276172797,0.0,0.03467478868924252,1.5552153855830155,0.055625642042280175
low,233696,79515,138199,14560,0,0,1420,10169,0.3402497261399425,0.5913622826235794,0.06230316308366425,0.0,0.0,0.006076270026016705,1.2716204366810808,0.043513795700397095
low,267622,86398,92588,66062,331,2,22238,12361,0.3228359402440756,0.3459655783156841,0.24684816644371538,0.0012368190955900486,7.473227163686094e-06,0.08309481283302568,1.8648873125527903,0.04618828048516191
low,156927,28166,110829,6688,333,3,10905,8401,0.1794847285680603,0.7062455791546388,0.04261854237957777,0.002122005773385077,1.911716912959529e-05,0.06949090978607887,1.2796328226298281,0.05353444595257668
low,136426,28845,98245,7957,0,4,1373,7698,0.2114333045020744,0.7201339920543005,0.05832465952237843,0.0,2.9319924354595164e-05,0.010064064034714791,1.1214055552827449,0.056426194420418394
low,338867,18497,201823,68275,0,15755,34514,14663,0.054584837118987685,0.5955817474112263,0.2014802267556298,0.0,0.046493166935700436,0.10185116874762075,1.681420658048064,0.04327066371172171
low,305865,107142,167685,13050,8697,2186,7102,16896,0.3502917953999313,0.5482320631651219,0.04266588200676769,0.02843411308910794,0.007146943913164305,0.023219394177169665,1.5227168896177852,0.05524005688784268
low,208476,52258,128668,27245,170,21,112,10952,0.25066674341411,0.6171837525662426,0.13068650588077285,0.0008154415856021797,0.0001007310193979163,0.0005372321034555536,1.329282168025204,0.05253362497361807
low,221024,42313,74100,101292,0,25,3292,13108,0.19144074851599827,0.33525770957000145,0.45828507311423194,0.0,0.00011310988851889388,0.014894310120167946,1.5929400463196377,0.05930577674822644
low,198210,81643,85077,17761,0,80,13646,8588,0.41190151859139296,0.429226577871954,0.08960698249331517,0.0,0.0004036123303566924,0.06884617325059281,1.6330025371210257,0.04332778366379093
low,172686,39834,117376,7223,3246,3535,1469,9108,0.23067301344637087,0.6797076775187334,0.041827362959359765,0.018797123102046488,0.020470680889012428,0.008506769512293991,1.3393928740491003,0.05274312914770161
low,182756,27667,103488,25829,1676,12664,11430,8835,0.15138764253977982,0.566263214340432,0.141330517192322,0.009170697542077963,0.06929457856376808,0.06254240626846724,1.8549247171077274,0.04834314605266038
low,147473,18458,74953,49193,0,889,3978,7204,0.12516189404162117,0.5082489676076298,0.3335729252134289,0.0,0.006028222115234653,0.026974429217551686,1.5849076169582035,0.04884961993042794
low,161096,18194,119687,8875,2199,14,12125,8015,0.11293886874906887,0.7429545115955704,0.05509137408750062,0.013650245816159309,8.690470278591648e-05,0.07526568009137409,1.2708295755627539,0.04975294234493718
low,147490,77617,44415,22319,70,4,3063,6888,0.5262526272967659,0.3011390602752729,0.15132551359414198,0.00047460844803037496,2.7120482744592853e-05,0.020767509661671978,1.5428066278698245,0.04670147128618889
low,344661,62752,189028,22388,152,2,70336,16674,0.182068757416708,0.5484461543371603,0.06495658052405116,0.0004410130534061005,5.802803334290796e-06,0.2040729876603387,1.6518329632475506,0.04837797139798237
low,135713,14718,68931,25821,13317,1401,11521,7256,0.10844944846845918,0.5079174434284114,0.19026180248023403,0.09812619277445786,0.010323255694001311,0.08489238319099865,1.9982752697261819,0.05346576967571272
low,102968,25852,39816,24575,0,9,12714,4822,0.25106829306192213,0.38668324139538496,0.23866638178851682,0.0,8.740579597544869e-05,0.12347525444798384,1.8977459191796657,0.046830083132623726
low,149478,43696,71863,19379,59,60,14417,8810,0.2923239540266795,0.48075971045906424,0.12964449618003987,0.00039470691339193727,0.0004013968610765464,0.09644897576900949,1.7431937044575667,0.058938439101406226
low,328974,159521,129887,18030,5431,1,16102,13270,0.4849045821250312,0.394824515007265,0.05480676284448011,0.016508903439177564,3.0397539015241326e-06,0.04894611732234158,1.5761557815954579,0.04033753427322524
low,250626,77132,121211,25316,10,3175,23780,10773,0.3077573755316687,0.4836329830105416,0.10101106828501433,3.990009017420379e-05,0.012668278630309705,0.09488241443425662,1.76697937900009,0.042984367144669744
low,175129,19507,130805,9367,0,7491,7955,9644,0.11138646369247812,0.7469065660170503,0.053486287251112034,0.0,0.0427741836018021,0.04542365913126895,1.2902071410668712,0.05506797846159117
low,200448,58160,73761,67413,0,22,1089,8423,0.2901500638569604,0.36798072318007663,0.33631166187739464,0.0,0.00010975415070242656,0.005432830459770115,1.6197391884336292,0.04202087324393359
low,178473,10984,158418,4072,3858,0,1138,9847,0.061544323230964905,0.8876300616900036,0.022815776055761936,0.02161671513338152,0.0,0.006376314624621091,0.6907042750032698,0.05517361169476615
low,258394,73115,107030,65112,1,842,12292,14635,0.2829593566414081,0.41421240431279366,0.25198727524632925,3.870058902296493e-06,0.003258589595733647,0.04757076402702849,1.7791603165380783,0.056638312035109176
low,199278,16402,107255,69969,0,18,5632,9807,0.08230712873473238,0.5382179668603659,0.35111251618342215,0.0,9.032607713846988e-05,0.028262025913547907,1.4543643144036325,0.04921265769427634
low,152427,68303,41775,39854,0,390,2101,6161,0.4481030263667198,0.2740656182959712,0.26146286419072734,0.0,0.00255860182251176,0.013783647254095402,1.6439798643780144,0.040419348278192185
low,193251,76154,63296,29447,2647,8370,13333,11231,0.3940678185365147,0.3275325871534947,0.15237696053319258,0.013697212433570848,0.04331154819379977,0.06899317467956181,2.017522805445758,0.05811612876518103
low,143362,32270,78891,17267,20,2707,12203,6060,0.22509451598052482,0.5502922671279697,0.12044335318982716,0.00013950698232446533,0.018882270057616383,0.08512018526527253,1.7387231972160475,0.042270615644312996
low,217772,64935,137490,13748,957,0,639,12775,0.298178829234245,0.6313483827121944,0.06313024631265728,0.0043945043439928,0.0,0.0029342615212240323,1.2501420529124003,0.05866227063166982
low,145976,50263,73448,6832,4,15259,167,5933,0.3443237244478544,0.5031512029374692,0.04680221406258563,2.7401764673644982e-05,0.1045308817887872,0.001144023675124678,1.5871107791724792,0.040643667452183924
low,239534,73901,151020,13116,0,475,1020,12579,0.3085198760927467,0.6304741706814064,0.05475631851845667,0.0,0.0019830170247230037,0.004258268137299924,1.2238129268282163,0.05251446558734877
low,142096,74199,61392,3895,0,2240,367,7510,0.5221751491949105,0.4320459407724355,0.027411046053372367,0.0,0.015763990541605676,0.0025827609503434297,1.271405586526331,0.05285159328904403
low,131783,15534,87748,6437,121,19226,2714,5406,0.11787559852181237,0.6658521964138014,0.048845450475402744,0.0009181760925157266,0.14589135169179637,0.02059446210816266,1.4968027474241463,0.04102198310859519
low,376440,39320,217237,84301,0,2,35577,17818,0.10445223674423547,0.5770826692168739,0.22394272659653597,0.0,5.312931675698651e-06,0.09450908511316544,1.6033246490923485,0.04733290829879928
low,251758,76104,101704,18618,10909,3,44418,13346,0.30229029464803503,0.4039752460696383,0.07395196974872695,0.04333129433821368,1.1916205244719135e-05,0.1764313348533115,1.965865634141212,0.05301122506534053
low,335983,145331,148787,41805,0,2,54,17134,0.43255462329939315,0.44284085801960216,0.12442593821711218,0.0,5.952682129750612e-06,0.00016072241750326655,1.419611278458848,0.0509966278055735
low,161815,57113,87056,11718,0,1040,4886,8585,0.3529524456941569,0.537997095448506,0.0724160306522881,0.0,0.006427092667552452,0.030194975743905075,1.4849914311500187,0.053054413991286346
low,323419,71002,151624,79449,1413,3081,16847,15861,0.21953564880232762,0.4688159941129,0.24565347119371467,0.004368945547416818,0.009526341989802702,0.05209032246095622,1.8103803326871213,0.049041645667075834
low,326426,86353,156126,26989,0,717,56239,15950,0.26454081476352986,0.47828910687261433,0.08268030120149743,0.0,0.0021965162088804203,0.17228713399055223,1.7702789408702113,0.048862529332835004
low,179948,17526,72678,44425,0,30879,14437,7303,0.09739480294307244,0.40388334407717785,0.2468768755418232,0.0,0.17159957321003846,0.08022873274501523,2.0821229971364343,0.040583946473425656
low,81351,11848,62014,4720,0,870,1895,4465,0.14564049612174404,0.7623016312030584,0.058020184140330174,0.0,0.010694398347899842,0.023294120539391033,1.1379690402361353,0.05488561910732505
low,248057,31440,82447,41328,2417,0,90422,13443,0.126745062626735,0.3323711888799752,0.16660686858262416,0.009743728256005677,0.0,0.36452105766013454,1.9324573498192703,0.05419318946854957
low,118778,21251,45029,49359,0,5,3132,5598,0.1789136035292731,0.3791021906413646,0.41555675293404504,0.0,4.209533752041624e-05,0.02636851942278873,1.6400533345516255,0.04712993988785802
low,198849,14419,52184,57536,0,4047,70661,10342,0.07251230833446484,0.2624302862976429,0.28934518151964556,0.0,0.020352126487938084,0.35535003947719124,1.9434501416465333,0.052009313599766654
low,163899,22965,125195,5376,0,0,10361,9803,0.1401167792359929,0.7638545689723549,0.03280068822872623,0.0,0.0,0.0632157609259361,1.1076659530552964,0.05981122520576697
low,196581,8672,165664,18437,0,0,3806,9876,0.04411413107065281,0.8427264079437993,0.09378831117961553,0.0,0.0,0.019360975882715015,0.8370804889653498,0.0502388328475285
